year,region,eolRecyclingMT,eolLandfillMT,eolIncinerationMT,eolMismanagedMT,consumptionAgricultureMT,consumptionConstructionMT,consumptionElectronicMT,consumptionHouseholdLeisureSportsMT,consumptionPackagingMT,consumptionTransportationMT,consumptionTextileMT,consumptionOtherMT,netImportsMT,netExportsMT,domesticProductionMT,netWasteExportMT,netWasteImportMT
2037,china,58.59533979238565,52.48429118137042,78.49952920141561,9.799955549627049,9.331056203998033,28.008950727430797,18.559173953816885,17.314303930771423,53.878049728687024,11.529021382277444,52.95724204060175,15.048016998291569,0,29.5545189252144,236.18033389108933,0,1.3929764208012831
2038,china,58.23745049275628,52.372967185967546,76.76936231528624,10.565608196721298,9.134099413674676,27.59007492366694,18.230075588072562,17.018680156524724,52.458072488667746,11.363317477481132,52.45930461298502,15.110730880882375,0,30.936000650843464,234.30035619279863,0,1.4871565976499435
2039,china,57.49601742297518,52.99726130745226,73.88174233364565,11.449302377447706,8.727096268275988,26.67434554881881,17.725288871855923,16.29805806081213,50.14997083883796,10.870246743909265,50.3761843641503,14.53483171762056,0,29.432912768087913,224.78893518236885,0,1.5087119710472696
2040,china,57.389200717287224,53.01925832408976,71.48131607821813,11.509664298468476,8.442049562059237,26.187652341765684,17.22910652328628,15.848244643269773,48.504699603307714,10.595971564396114,49.24489420770272,14.21620459103042,0,30.1256519459719,220.39447498278983,0,1.4563298307304207
2041,china,56.75980103187166,52.928082673480496,69.32868351734942,11.911948764460567,8.182226471533937,25.75957253453084,16.87261409669668,15.471451997079049,47.06158919729589,10.377464367201457,48.50444267976884,13.967218862200099,0,30.218480812568266,216.41506101887504,0,1.4167205951202415
2042,china,55.899531621103336,52.156041938063076,67.78150027684136,12.108088552560483,7.916779446509112,25.091165795723704,16.511506863227737,15.00029105391095,45.37082584656507,10.077095204891723,47.333955296354866,13.510183489559772,0,31.129538030579432,211.94134102732235,0,1.3898396680328442
2043,china,54.50430934487047,51.877593722745964,65.90256024870736,12.15028634450404,7.657636024239106,24.519657581545093,16.211701556750953,14.54739011663573,43.673008429770654,9.806963055180463,46.13640832166978,13.20775115523259,0,30.51345889433875,206.27397513536312,0,1.3822723051719477
2044,china,53.28681310295505,51.36223701905666,63.55671279486902,12.550831381270966,7.387895968599232,23.816087613066784,15.80772520608731,14.041512055413232,41.99625694730976,9.497216996888188,44.839174226720296,12.860115722284458,0,29.22511249330779,199.47109722967704,0,1.4906391494387954
2045,china,52.87900111562465,51.52737146048806,59.42086580949648,13.23219011841074,7.116999378417618,23.100785908530582,15.383150411243426,13.545863504293182,40.31243262381518,9.18100965157721,43.426079651116105,12.857122710759485,0,29.46545958985336,194.38890342960616,0,1.7832435721698465
2046,china,52.23661151438592,51.14979156331407,56.642886253843315,13.38015796420671,6.841063065455905,22.506237158000822,14.884393426224115,13.054217927935266,38.81775795905843,8.891872907131907,42.16952330230384,11.977820349479028,0,28.139770784299827,187.28265687988915,0,2.0437827509959736
